user_count,work_experience
27235,2
27236,7
27237,0
27238,0
27239,13
27240,0
27241,3
27242,12
27243,0
27244,1
27245,7
27246,2
27247,0
27248,4
27249,14
27250,17
27251,9
27252,13
27253,0
27254,12
27255,0
27256,5
27257,1
27258,0
27259,3
27260,0
27261,0
27262,0
27263,2
27264,4
27265,2
27266,13
27267,5
27268,3
27269,22
27270,0
27271,6
27272,6
27273,0
27274,49
27275,10
27276,0
27277,0
27278,2
27279,3
27280,0
27281,0
27282,0
27283,15
27284,3
27285,18
27286,4
27287,0
27288,1
27289,4
27290,10
27291,8
27292,3
27293,1
27294,9
27295,11
27296,0
27297,11
27298,8
27299,6
27300,11
27301,1
27302,17
27303,7
27304,4
27305,12
27306,3
27307,0
27308,14
27309,17
27310,0
27311,8
27312,21
27313,6
27314,8
27315,3
27316,12
27317,3
27318,9
27319,3
27320,3
27321,5
27322,8
27323,40
27324,1
27325,9
27326,6
27327,16
27328,2
27329,2
27330,12
27331,3
27332,1
27333,20
27334,11
27335,30
27336,19
27337,2
27338,2
27339,9
27340,16
27341,7
27342,18
27343,0
27344,6
27345,0
27346,7
27347,2
27348,0
27349,6
27350,20
27351,16
27352,22
27353,7
27354,3
27355,1
27356,21
27357,4
27358,21
27359,0
27360,13
27361,13
27362,0
27363,8
27364,11
27365,11
27366,11
27367,20
27368,0
27369,0
27370,6
27371,9
27372,15
27373,6
27374,4
27375,8
27376,8
27377,0
27378,0
27379,2
27380,0
27381,18
27382,13
27383,0
27384,1
27385,11
27386,10
27387,13
27388,5
27389,19
27390,19
27391,3
27392,8
27393,4
27394,18
27395,0
27396,6
27397,6
27398,9
27399,0
27400,13
27401,8
27402,8
27403,3
27404,0
27405,0
27406,7
27407,4
27408,0
27409,3
27410,19
27411,5
27412,31
27413,4
27414,0
27415,2
27416,27
27417,7
27418,20
27419,1
27420,8
27421,1
27422,22
27423,7
27424,10
27425,17
27426,11
27427,30
27428,2
27429,3
27430,16
27431,15
27432,3
27433,22
27434,18
27435,0
27436,7
27437,0
27438,13
27439,8
27440,0
27441,3
27442,31
27443,5
27444,8
27445,4
27446,0
27447,0
27448,6
27449,4
27450,0
27451,6
27452,6
27453,0
27454,16
27455,15
27456,1
27457,0
27458,5
27459,14
27460,16
27461,6
27462,0
27463,2
27464,11
27465,0
27466,2
27467,4
27468,0
27469,3
27470,0
27471,0
27472,2
27473,5
27474,8
27475,36
27476,1
27477,5
27478,0
27479,0
27480,4
27481,6
27482,28
27483,0
27484,1
27485,0
27486,0
27487,4
27488,10
27489,6
27490,5
27491,4
27492,2
27493,9
27494,0
27495,4
27496,0
27497,1
27498,11
27499,0
27500,0
27501,2
27502,0
27503,0
27504,23
27505,4
27506,4
27507,20
27508,20
27509,0
27510,7
27511,16
27512,3
27513,0
27514,10
27515,3
27516,9
27517,0
27518,5
27519,13
27520,11
27521,6
27522,19
27523,21
27524,1
27525,13
27526,4
27527,0
27528,3
27529,4
27530,0
27531,4
27532,12
27533,3
27534,20
27535,2
27536,20
27537,4
27538,25
27539,10
27540,0
27541,8
27542,0
27543,8
27544,0
27545,0
27546,4
27547,7
27548,0
27549,1
27550,0
27551,5
27552,1
27553,1
27554,2
27555,3
27556,11
27557,19
27558,9
27559,2
27560,3
27561,0
27562,2
27563,7
27564,20
27565,3
27566,3
27567,0
27568,18
27569,11
27570,15
27571,1
27572,5
27573,6
27574,10
27575,9
27576,6
27577,0
27578,0
27579,0
27580,0
27581,19
27582,7
27583,0
27584,5
27585,2
27586,9
27587,6
27588,0
27589,4
27590,2
27591,2
27592,7
27593,5
27594,3
27595,23
27596,11
27597,4
27598,2
27599,20
27600,2
27601,18
27602,1
27603,3
27604,22
27605,5
27606,6
27607,7
27608,0
27609,25
27610,0
27611,2
27612,12
27613,2
27614,10
27615,11
27616,9
27617,0
27618,1
27619,7
27620,1
27621,0
27622,2
27623,7
27624,14
27625,0
27626,19
27627,14
27628,0
27629,0
27630,0
27631,1
27632,9
27633,15
27634,6
27635,11
27636,0
27637,11
27638,7
27639,0
27640,0
27641,16
27642,11
27643,11
27644,11
27645,8
27646,2
27647,7
27648,3
27649,0
27650,0
27651,2
27652,0
27653,2
27654,0
27655,0
27656,8
27657,0
27658,1
27659,0
27660,3
27661,3
27662,2
27663,5
27664,7
27665,1
27666,2
27667,8
27668,32
27669,1
27670,6
27671,2
27672,6
27673,6
27674,10
27675,0
27676,7
27677,4
27678,4
27679,8
27680,3
27681,12
27682,9
27683,0
27684,8
27685,9
27686,0
27687,5
27688,12
27689,3
27690,17
27691,5
27692,4
27693,error
27694,16
27695,0
27696,1
27697,14
27698,4
27699,24
27700,3
27701,21
27702,3
27703,7
27704,6
27705,10
27706,17
27707,4
27708,8
27709,42
27710,0
27711,8
27712,11
27713,5
27714,26
27715,2
27716,3
27717,9
27718,3
27719,0
27720,9
27721,4
27722,32
27723,0
27724,6
27725,7
27726,6
27727,9
27728,7
27729,8
27730,7
27731,20
27732,7
27733,0
27734,2
27735,11
27736,3
27737,12
27738,14
27739,0
27740,4
27741,12
27742,2
27743,16
27744,9
27745,5
27746,2
27747,2
27748,1
27749,4
27750,0
27751,1
27752,15
27753,2
27754,4
27755,4
27756,5
27757,0
27758,11
27759,10
27760,18
27761,2
27762,3
27763,1
27764,0
27765,14
27766,35
27767,15
27768,10
27769,28
27770,2
27771,3
27772,28
27773,9
27774,25
27775,16
27776,11
27777,6
27778,4
27779,0
27780,4
27781,9
27782,17
27783,11
27784,11
27785,13
27786,0
27787,0
27788,3
27789,4
27790,1
27791,12
27792,7
27793,17
27794,3
27795,8
27796,9
27797,9
27798,0
27799,14
27800,0
27801,0
27802,1
27803,22
27804,12
27805,2
27806,17
27807,0
27808,5
27809,17
27810,4
27811,2
27812,21
27813,3
27814,9
27815,0
27816,5
27817,17
27818,5
27819,7
27820,16
27821,0
27822,17
27823,0
27824,7
27825,4
27826,7
27827,6
27828,4
27829,7
27830,0
27831,1
27832,7
27833,4
27834,12
27835,11
27836,2
27837,6
27838,4
27839,12
27840,5
27841,0
27842,5
27843,20
27844,27
27845,8
27846,7
27847,0
27848,2
27849,5
27850,3
27851,0
27852,0
27853,1
27854,12
27855,1
27856,5
27857,0
27858,1
27859,2
27860,21
27861,6
27862,3
27863,0
27864,17
27865,12
27866,10
27867,7
27868,10
27869,0
27870,9
27871,7
27872,5
27873,0
27874,10
27875,11
27876,3
27877,10
27878,15
27879,3
27880,13
27881,5
27882,14
27883,8
27884,11
27885,10
27886,2
27887,4
27888,10
27889,3
27890,1
27891,0
27892,2
27893,6
27894,11
27895,4
27896,9
27897,13
27898,4
27899,6
27900,1
27901,1
27902,2
27903,19
27904,6
27905,0
27906,2
27907,2
27908,6
27909,7
27910,11
27911,8
27912,0
27913,0
27914,0
27915,5
27916,15
27917,15
27918,6
27919,0
27920,1
27921,2
27922,1
27923,2
27924,1
27925,0
27926,4
27927,13
27928,9
27929,5
27930,11
27931,23
27932,3
27933,4
27934,10
27935,10
27936,16
27937,17
27938,4
27939,3
27940,7
27941,1
27942,2
27943,12
27944,2
27945,24
27946,7
27947,21
27948,11
27949,0
27950,10
27951,5
27952,6
27953,2
27954,4
27955,16
27956,15
27957,5
27958,0
27959,10
27960,5
27961,6
27962,7
27963,8
27964,6
27965,1
27966,17
27967,0
27968,0
27969,2
27970,7
27971,15
27972,4
27973,2
27974,0
27975,4
27976,6
27977,23
27978,13
27979,1
27980,2
27981,5
27982,6
27983,4
27984,3
27985,0
27986,7
27987,15
27988,0
27989,18
27990,4
27991,8
27992,3
27993,0
27994,7
27995,11
27996,5
27997,11
27998,9
27999,1
28000,23
28001,0
28002,5
28003,0
28004,14
28005,1
28006,6
28007,3
28008,0
28009,0
28010,5
28011,4
28012,3
28013,5
28014,2
28015,16
28016,1
28017,4
28018,5
28019,4
28020,0
28021,10
28022,25
28023,3
28024,9
28025,23
28026,19
28027,0
28028,12
28029,3
28030,11
28031,5
28032,2
28033,0
28034,1
28035,0
28036,5
28037,0
28038,6
28039,0
28040,3
28041,9
28042,9
28043,0
28044,1
28045,0
28046,4
28047,9
28048,13
28049,0
28050,3
28051,1
28052,0
28053,17
28054,4
28055,0
28056,0
28057,0
28058,5
28059,8
28060,24
28061,4
28062,0
28063,12
28064,11
28065,7
28066,7
28067,15
28068,3
28069,20
28070,12
28071,2
28072,6
28073,1
28074,16
28075,0
28076,1
28077,34
28078,15
28079,4
28080,7
28081,6
28082,5
28083,15
28084,11
28085,9
28086,4
28087,4
28088,16
28089,5
28090,23
28091,13
28092,19
28093,0
28094,23
28095,7
28096,0
28097,25
28098,0
28099,6
28100,4
28101,4
28102,2
28103,5
28104,1
28105,0
28106,3
28107,2
28108,0
28109,0
28110,0
28111,13
28112,10
28113,0
28114,11
28115,error
28116,5
28117,7
28118,9
28119,2
28120,3
28121,5
28122,18
28123,0
28124,5
28125,0
28126,0
28127,0
28128,13
28129,8
28130,2
28131,9
28132,11
28133,3
28134,38
28135,5
28136,0
28137,6
28138,1
28139,0
28140,0
28141,0
28142,3
28143,0
28144,0
28145,3
28146,17
28147,3
28148,11
28149,10
28150,9
28151,7
28152,1
28153,3
28154,3
28155,4
28156,0
28157,0
28158,0
28159,7
28160,23
28161,4
28162,1
28163,8
28164,17
28165,8
28166,10
28167,0
28168,6
28169,4
28170,7
28171,36
28172,9
28173,4
28174,0
28175,12
28176,0
28177,0
28178,2
28179,2
28180,3
28181,10
28182,15
28183,10
28184,6
28185,6
28186,0
28187,2
28188,7
28189,1
28190,19
28191,4
28192,6
28193,19
28194,4
28195,0
28196,1
28197,1
28198,4
28199,4
28200,5
28201,1
28202,14
28203,8
28204,7
28205,10
28206,2
28207,13
28208,16
28209,0
28210,13
28211,2
28212,7
28213,2
28214,4
28215,12
28216,18
28217,22
28218,7
28219,4
28220,4
28221,10
28222,18
28223,1
28224,0
28225,14
28226,2
28227,8
28228,23
28229,6
28230,6
28231,8
28232,4
28233,3
28234,0
28235,8
28236,4
28237,2
28238,41
28239,15
28240,5
28241,3
28242,4
28243,9
28244,6
28245,7
28246,0
28247,2
28248,0
28249,6
28250,13
28251,10
28252,0
28253,14
28254,14
28255,14
28256,1
28257,9
28258,9
28259,3
28260,5
28261,0
28262,20
28263,22
28264,8
28265,2
28266,0
28267,3
28268,3
28269,0
28270,5
28271,0
28272,34
28273,13
28274,3
28275,0
28276,2
28277,8
28278,3
28279,16
28280,13
28281,10
28282,4
28283,0
28284,6
28285,3
28286,4
28287,11
28288,9
28289,3
28290,29
28291,13
28292,6
28293,0
28294,0
28295,3
28296,8
28297,1
28298,7
28299,18
28300,3
28301,1
28302,2
28303,2
28304,1
28305,2
28306,3
28307,1
28308,0
28309,1
28310,19
28311,22
28312,0
28313,14
28314,16
28315,15
28316,14
28317,7
28318,9
28319,11
28320,6
28321,10
28322,7
28323,7
28324,3
28325,7
28326,0
28327,2
28328,0
28329,1
28330,6
28331,2
28332,0
28333,5
28334,7
28335,2
28336,2
28337,4
28338,0
28339,0
28340,8
28341,0
28342,2
28343,4
28344,2
28345,4
28346,1
28347,10
28348,11
28349,18
28350,10
28351,5
28352,9
28353,12
28354,1
28355,6
28356,0
28357,8
28358,7
28359,5
28360,12
28361,0
28362,4
28363,0
28364,9
28365,4
28366,6
28367,1
28368,13
28369,0
28370,7
28371,12
28372,7
28373,17
28374,1
28375,4
28376,0
28377,11
28378,0
28379,32
28380,0
28381,13
28382,0
28383,1
28384,3
28385,45
28386,6
28387,0
28388,1
28389,8
28390,0
28391,38
28392,0
28393,0
28394,26
28395,4
28396,2
28397,10
28398,4
28399,15
28400,4
28401,0
28402,8
28403,10
28404,2
28405,6
28406,1
28407,18
28408,5
28409,3
28410,2
28411,0
28412,14
28413,9
28414,11
28415,8
28416,4
28417,29
28418,0
28419,8
28420,7
28421,10
28422,0
28423,10
28424,4
28425,2
28426,14
28427,4
28428,4
28429,2
28430,4
28431,5
28432,3
28433,1
28434,3
28435,18
28436,0
28437,6
28438,3
28439,11
28440,4
28441,0
28442,5
28443,4
28444,1
28445,13
28446,5
28447,4
28448,4
28449,4
28450,4
28451,25
28452,0
28453,11
28454,1
28455,47
28456,3
28457,8
28458,5
28459,1
28460,2
28461,6
28462,7
28463,20
28464,5
28465,0
28466,1
28467,4
28468,3
28469,6
28470,1
28471,0
28472,9
28473,14
28474,4
28475,6
28476,0
28477,7
28478,9
28479,9
28480,6
28481,5
28482,16
28483,0
28484,2
28485,13
28486,3
28487,5
28488,2
28489,1
28490,2
28491,28
28492,5
28493,0
28494,0
28495,1
28496,7
28497,3
28498,7
28499,7
28500,5
28501,6
28502,2
28503,0
28504,7
28505,2
28506,9
28507,1
28508,10
28509,5
28510,4
28511,0
28512,9
28513,1
28514,7
28515,10
28516,1
28517,3
28518,5
28519,0
28520,10
28521,17
28522,6
28523,9
28524,8
28525,6
28526,0
28527,6
28528,8
28529,3
28530,6
28531,2
28532,0
28533,19
28534,7
28535,7
28536,0
28537,13
28538,14
28539,3
28540,0
28541,6
28542,2
28543,16
28544,13
28545,3
28546,3
28547,3
28548,0
28549,0
28550,3
28551,3
28552,7
28553,14
28554,7
28555,4
28556,4
28557,10
28558,0
28559,5
28560,0
28561,18
28562,0
28563,12
28564,7
28565,3
28566,2
28567,15
28568,3
28569,0
28570,10
28571,0
28572,0
28573,0
28574,7
28575,7
28576,2
28577,0
28578,14
28579,1
28580,8
28581,5
28582,21
28583,0
28584,2
28585,0
28586,20
28587,17
28588,0
28589,21
28590,0
28591,16
28592,15
28593,2
28594,1
28595,17
28596,20
28597,0
28598,5
28599,6
28600,0
28601,0
28602,3
28603,2
28604,5
28605,2
28606,3
28607,0
28608,4
28609,20
28610,13
28611,6
28612,0
28613,10
28614,5
28615,3
28616,6
28617,2
28618,6
28619,18
28620,9
28621,6
28622,0
28623,1
28624,3
28625,23
28626,26
28627,9
28628,4
28629,14
28630,0
28631,9
28632,2
28633,2
28634,15
28635,7
28636,0
28637,1
28638,7
28639,0
28640,0
28641,5
28642,0
28643,0
28644,20
28645,10
28646,30
28647,1
28648,1
28649,10
28650,17
28651,8
28652,3
28653,7
28654,27
28655,0
28656,5
28657,11
28658,14
28659,5
28660,4
28661,6
28662,8
28663,6
28664,2
28665,4
28666,3
28667,0
28668,4
28669,12
28670,6
28671,3
28672,2
28673,3
28674,4
28675,4
28676,1
28677,8
28678,7
28679,3
28680,4
28681,0
28682,10
28683,0
28684,8
28685,0
28686,8
28687,0
28688,0
28689,0
28690,10
28691,1
28692,0
28693,1
28694,2
28695,11
28696,4
28697,2
28698,3
28699,6
28700,0
28701,2
28702,0
28703,18
28704,12
28705,0
28706,0
28707,1
28708,22
28709,0
28710,2
28711,6
28712,2
28713,0
28714,3
28715,12
28716,7
28717,12
28718,37
28719,error
28720,2
28721,0
28722,10
28723,5
28724,0
28725,11
28726,6
28727,0
28728,6
28729,0
28730,0
28731,0
28732,1
28733,0
28734,4
28735,21
28736,8
28737,0
28738,0
28739,0
28740,0
28741,2
28742,0
28743,0
28744,4
28745,0
28746,0
28747,1
28748,10
28749,0
28750,10
28751,9
28752,13
28753,2
28754,10
28755,15
28756,9
28757,30
28758,8
28759,5
28760,8
28761,6
28762,4
28763,0
28764,0
28765,11
28766,4
28767,19
28768,24
28769,0
28770,2
28771,26
28772,17
28773,6
28774,0
28775,0
28776,17
28777,12
28778,1
28779,4
28780,18
28781,1
28782,16
28783,3
28784,5
28785,9
28786,3
28787,2
28788,15
28789,0
28790,4
28791,4
28792,2
28793,0
28794,4
28795,0
28796,3
28797,30
28798,1
28799,7
28800,20
28801,0
28802,0
28803,0
28804,37
28805,3
28806,12
28807,0
28808,5
28809,0
28810,2
28811,0
28812,3
28813,0
28814,2
28815,0
28816,0
28817,0
28818,15
28819,10
28820,26
28821,3
28822,5
28823,0
28824,0
28825,3
28826,4
28827,2
28828,10
28829,2
28830,0
28831,8
28832,0
28833,0
28834,32
28835,0
28836,1
28837,6
28838,4
28839,3
28840,4
28841,9
28842,8
28843,15
28844,5
28845,16
28846,25
28847,0
28848,12
28849,6
28850,29
28851,9
28852,9
28853,16
28854,10
28855,9
28856,8
28857,3
28858,4
28859,7
28860,7
28861,1
28862,0
28863,3
28864,3
28865,2
28866,4
28867,9
28868,0
28869,8
28870,3
28871,39
28872,3
28873,2
28874,1
28875,16
28876,3
28877,9
28878,10
28879,0
28880,0
28881,12
28882,21
28883,24
28884,23
28885,8
28886,3
28887,2
28888,2
28889,1
28890,0
28891,11
28892,3
28893,8
28894,2
28895,0
28896,2
28897,11
28898,0
28899,4
28900,15
28901,0
28902,0
28903,4
28904,0
28905,3
28906,3
28907,7
28908,6
28909,13
28910,20
28911,0
28912,2
28913,11
28914,3
28915,5
28916,0
28917,0
28918,28
28919,3
28920,2
28921,11
28922,2
28923,0
28924,1
28925,4
28926,8
28927,4
28928,3
28929,7
28930,13
28931,2
28932,0
28933,7
28934,18
28935,1
28936,12
28937,4
28938,3
28939,1
28940,1
28941,10
28942,0
28943,2
28944,16
28945,15
28946,20
28947,2
28948,0
28949,5
28950,10
28951,5
28952,2
28953,0
28954,1
28955,35
28956,2
28957,2
28958,7
28959,5
28960,6
28961,4
28962,12
28963,14
28964,2
28965,0
28966,12
28967,11
28968,4
28969,8
28970,28
28971,11
28972,11
28973,1
28974,11
28975,19
28976,3
28977,4
28978,3
28979,0
28980,1
28981,1
28982,3
28983,3
28984,3
28985,12
28986,3
28987,8
28988,1
28989,18
28990,0
28991,2
28992,0
28993,12
28994,21
28995,3
28996,0
28997,6
28998,5
28999,3
29000,3
29001,19
29002,7
29003,23
29004,4
29005,0
29006,20
29007,0
29008,17
29009,10
29010,2
29011,23
29012,16
29013,4
29014,2
29015,1
29016,3
29017,4
29018,0
29019,0
29020,3
29021,0
29022,10
29023,0
29024,7
29025,0
29026,2
29027,3
29028,4
29029,24
29030,0
29031,4
29032,28
29033,8
29034,0
29035,2
29036,10
29037,3
29038,2
29039,6
29040,11
29041,0
29042,7
29043,9
29044,0
29045,2
29046,0
29047,0
29048,7
29049,1
29050,11
29051,0
29052,0
29053,0
29054,5
29055,2
29056,10
29057,0
29058,7
29059,2
29060,0
29061,2
29062,0
29063,21
29064,2
29065,0
29066,1
29067,18
29068,0
29069,2
29070,14
29071,11
29072,2
29073,0
29074,4
29075,14
29076,0
29077,1
29078,0
29079,0
29080,5
29081,4
29082,0
29083,4
29084,3
29085,0
29086,1
29087,3
29088,0
29089,10
29090,12
29091,2
29092,6
29093,4
29094,7
29095,7
29096,17
29097,15
29098,12
29099,2
29100,2
29101,8
29102,7
29103,7
29104,12
29105,4
29106,11
29107,6
29108,8
29109,3
29110,8
29111,5
29112,3
29113,0
29114,0
29115,10
29116,3
29117,3
29118,5
29119,0
29120,0
29121,17
29122,6
29123,3
29124,3
29125,9
29126,6
29127,5
29128,0
29129,10
29130,6
29131,4
29132,0
29133,25
29134,5
29135,3
29136,15
29137,0
29138,3
29139,9
29140,0
29141,0
29142,0
29143,0
29144,19
29145,11
29146,54
29147,7
29148,8
29149,7
29150,5
29151,8
29152,0
29153,3
29154,2
29155,0
29156,0
29157,0
29158,1
29159,12
29160,0
29161,0
29162,1
29163,0
29164,3
29165,9
29166,2
29167,0
29168,6
29169,13
29170,4
29171,12
29172,0
29173,2
29174,8
29175,7
29176,2
29177,11
29178,0
29179,9
29180,7
29181,34
29182,0
29183,10
29184,8
29185,0
29186,3
29187,18
29188,6
29189,0
29190,3
29191,0
29192,16
29193,8
29194,3
29195,13
29196,28
29197,7
29198,12
29199,7
29200,0
29201,0
29202,12
29203,0
29204,4
29205,3
29206,4
29207,4
29208,4
29209,0
29210,19
29211,1
29212,7
29213,10
29214,0
29215,8
29216,2
29217,13
29218,5
29219,4
29220,21
29221,4
29222,0
29223,8
29224,1
29225,3
29226,0
29227,14
29228,4
29229,0
29230,0
29231,1
29232,3
29233,0
29234,0
29235,0
29236,2
29237,12
29238,5
29239,0
29240,3
29241,10
29242,12
29243,15
29244,20
29245,6
29246,25
29247,20
29248,2
29249,2
29250,1
29251,17
29252,7
29253,24
29254,6
29255,10
29256,22
29257,0
29258,0
29259,0
29260,7
29261,20
29262,9
29263,3
29264,5
29265,2
29266,1
29267,1
29268,26
29269,10
29270,3
29271,0
29272,7
29273,1
29274,6
29275,0
29276,6
29277,11
29278,8
29279,0
29280,13
29281,5
29282,6
29283,8
29284,0
29285,3
29286,0
29287,47
29288,10
29289,6
29290,10
29291,12
29292,18
29293,2
29294,8
29295,5
29296,36
29297,0
29298,0
29299,12
29300,4
29301,0
29302,3
29303,2
29304,4
29305,0
29306,18
29307,0
29308,0
29309,0
29310,4
29311,5
29312,6
29313,2
29314,8
29315,3
29316,0
29317,2
29318,5
29319,8
29320,10
29321,0
29322,3
29323,0
29324,10
29325,9
29326,8
29327,20
29328,6
29329,12
29330,3
29331,11
29332,1
29333,2
29334,0
29335,0
29336,9
29337,17
29338,7
29339,9
29340,0
29341,6
29342,7
29343,9
29344,6
29345,6
29346,5
29347,6
29348,9
29349,2
29350,2
29351,6
29352,36
29353,7
29354,7
29355,0
29356,3
29357,3
29358,0
29359,7
29360,13
29361,0
29362,0
29363,5
29364,3
29365,5
29366,10
29367,0
29368,4
29369,0
29370,0
29371,0
29372,3
29373,6
29374,1
29375,1
29376,0
29377,6
29378,5
29379,8
29380,5
29381,1
29382,4
29383,6
29384,5
29385,4
29386,1
29387,15
29388,16
29389,1
29390,14
29391,2
29392,0
29393,7
29394,6
29395,1
29396,8
29397,15
29398,3
29399,1
29400,4
29401,16
29402,7
29403,0
29404,16
29405,0
29406,7
29407,3
29408,33
29409,5
29410,0
29411,1
29412,2
29413,10
29414,2
29415,6
29416,2
29417,11
29418,11
29419,0
29420,6
29421,6
29422,6
29423,0
29424,0
29425,11
29426,0
29427,0
29428,0
29429,0
29430,0
29431,11
29432,2
29433,6
29434,7
29435,7
29436,0
29437,2
29438,0
29439,3
29440,4
29441,0
29442,0
29443,0
29444,18
29445,2
29446,3
29447,0
29448,4
29449,2
29450,0
29451,4
29452,13
29453,18
29454,2
29455,0
29456,0
29457,0
29458,7
29459,0
29460,0
29461,5
29462,2
29463,1
29464,3
29465,1
29466,7
29467,7
29468,error
29469,0
29470,0
29471,0
29472,13
29473,5
29474,20
29475,0
29476,0
29477,0
29478,0
29479,2
29480,0
29481,6
29482,7
29483,3
29484,0
29485,0
29486,4
29487,4
29488,8
29489,12
29490,7
29491,1
29492,9
29493,9
29494,0
29495,1
29496,8
29497,0
29498,3
29499,7
29500,0
29501,9
29502,1
29503,0
29504,2
29505,3
29506,0
29507,11
29508,5
29509,2
29510,0
29511,26
29512,0
29513,7
29514,0
29515,0
29516,1
29517,3
29518,4
29519,38
29520,5
29521,0
29522,3
29523,0
29524,0
29525,4
29526,12
29527,1
29528,0
29529,0
29530,3
29531,22
29532,14
29533,11
29534,6
29535,7
29536,6
29537,9
29538,10
29539,9
29540,8
29541,4
29542,0
29543,3
29544,10
29545,11
29546,7
29547,0
29548,6
29549,20
29550,2
29551,18
29552,2
29553,5
29554,0
29555,0
29556,0
29557,0
29558,0
29559,25
29560,2
29561,2
29562,15
29563,0
29564,0
29565,2
29566,9
29567,0
29568,6
29569,0
29570,0
29571,5
29572,2
29573,6
29574,0
29575,0
29576,6
29577,4
29578,0
29579,19
29580,6
29581,0
29582,22
29583,13
29584,15
29585,0
29586,11
29587,0
29588,0
29589,11
29590,5
29591,4
29592,3
29593,5
29594,4
29595,1
29596,1
29597,5
29598,1
29599,1
29600,7
29601,11
29602,22
29603,4
29604,29
29605,5
29606,0
29607,3
29608,3
29609,0
29610,1
29611,0
29612,0
29613,0
29614,23
29615,0
29616,0
29617,0
29618,2
29619,14
29620,0
29621,4
29622,0
29623,22
29624,12
29625,17
29626,3
29627,0
29628,0
29629,4
29630,0
29631,4
29632,0
29633,10
29634,2
29635,4
29636,0
29637,1
29638,0
29639,0
29640,0
29641,5
29642,16
29643,5
29644,3
29645,1
29646,10
29647,2
29648,0
29649,10
29650,8
29651,6
29652,3
29653,6
29654,4
29655,0
29656,8
29657,7
29658,0
29659,9
29660,3
29661,0
29662,5
29663,3
29664,28
29665,10
29666,2
29667,7
29668,0
29669,2
29670,17
29671,11
29672,9
29673,3
29674,0
29675,4
29676,6
29677,2
29678,1
29679,15
29680,17
29681,0
29682,14
29683,5
29684,2
29685,7
29686,9
29687,6
29688,1
29689,7
29690,0
29691,5
29692,1
29693,7
29694,1
29695,2
29696,11
29697,12
29698,0
29699,23
29700,5
29701,0
29702,3
29703,3
29704,5
29705,0
29706,3
29707,4
29708,0
29709,8
29710,10
29711,0
29712,0
29713,1
29714,0
29715,12
29716,0
29717,6
29718,0
29719,5
29720,5
29721,1
29722,10
29723,0
29724,4
29725,0
29726,2
29727,0
29728,2
29729,10
29730,6
29731,11
29732,5
29733,0
29734,8
29735,0
29736,0
29737,4
29738,4
29739,10
29740,0
29741,4
29742,0
29743,20
29744,0
29745,7
29746,4
29747,2
29748,8
29749,4
29750,1
29751,16
29752,4
29753,4
29754,28
29755,2
29756,21
29757,32
29758,0
29759,4
29760,0
29761,9
29762,2
29763,2
29764,2
29765,4
29766,2
29767,5
29768,3
29769,6
29770,4
29771,2
29772,3
29773,0
29774,5
29775,4
29776,0
29777,0
29778,0
29779,13
29780,0
29781,5
29782,5
29783,0
29784,2
29785,0
29786,6
29787,2
29788,10
29789,3
29790,0
29791,0
29792,1
29793,3
29794,3
29795,0
29796,0
29797,0
29798,2
29799,0
29800,4
29801,7
29802,2
29803,0
29804,0
29805,4
29806,0
29807,8
29808,5
29809,14
29810,3
29811,7
29812,5
29813,6
29814,17
29815,0
29816,10
29817,0
29818,4
29819,0
29820,1
29821,0
29822,0
29823,2
29824,5
29825,6
29826,3
29827,0
29828,1
29829,28
29830,7
29831,4
29832,9
29833,5
29834,9
29835,0
29836,11
29837,0
29838,0
29839,2
29840,2
29841,0
29842,0
29843,0
29844,2
29845,1
29846,5
29847,7
29848,6
29849,0
29850,0
29851,3
29852,10
29853,3
29854,0
29855,4
29856,0
29857,13
29858,5
29859,0
29860,3
29861,0
29862,17
29863,1
29864,7
29865,0
29866,0
29867,8
29868,3
29869,0
29870,18
29871,1
29872,0
29873,0
29874,3
29875,0
29876,6
29877,1
29878,3
29879,1
29880,0
29881,0
29882,2
29883,0
29884,7
29885,4
29886,0
29887,8
29888,3
29889,0
29890,21
29891,0
29892,0
29893,4
29894,4
29895,16
29896,0
29897,0
29898,10
29899,8
29900,0
29901,0
29902,1
29903,2
29904,3
29905,3
29906,4
29907,3
29908,1
29909,0
29910,9
29911,0
29912,0
29913,0
29914,0
29915,0
29916,10
29917,9
29918,14
29919,2
29920,1
29921,0
29922,4
29923,0
29924,0
29925,0
29926,0
29927,2
29928,0
29929,0
29930,5
29931,3
29932,0
29933,2
29934,4
29935,8
29936,12
29937,1
29938,12
29939,0
29940,10
29941,0
29942,15
29943,0
29944,7
29945,3
29946,11
29947,1
29948,0
29949,0
29950,20
29951,0
29952,3
29953,9
29954,0
29955,12
29956,13
29957,10
29958,3
29959,6
29960,0
29961,5
29962,0
29963,2
29964,0
29965,1
29966,4
29967,0
29968,17
29969,17
29970,0
29971,0
29972,4
29973,0
29974,9
29975,2
29976,11
29977,2
29978,10
29979,7
29980,0
29981,0
29982,12
29983,7
29984,0
29985,3
29986,7
29987,4
29988,0
29989,0
29990,1
29991,2
29992,1
29993,0
29994,4
29995,1
29996,3
29997,4
29998,0
29999,3
30000,0
30001,5
30002,7
30003,5
30004,7
30005,0
30006,0
30007,7
30008,2
30009,0
30010,0
30011,2
30012,3
30013,5
30014,3
30015,2
30016,11
30017,0
30018,2
30019,0
30020,0
30021,0
30022,7
30023,0
30024,0
30025,0
30026,5
30027,0
30028,4
30029,5
30030,6
30031,6
30032,0
