user_count,skilltest_tenure
45007,"[2600, 86, 7]"
45008,"[349, 11, 0]"
45009,None
45010,None
45011,None
45012,"[1165, 38, 3]"
45013,None
45014,"[2570, 85, 7]"
45015,"[692, 23, 1]"
45016,None
45017,"[294, 9, 0]"
45018,None
45019,None
45020,"[970, 32, 2]"
45021,None
45022,None
45023,"[122, 4, 0]"
45024,"[897, 29, 2]"
45025,None
45026,"[856, 28, 2]"
45027,None
45028,"[840, 28, 2]"
45029,"[997, 33, 2]"
45030,"[264, 8, 0]"
45031,"[784, 26, 2]"
45032,"[803, 26, 2]"
45033,"[645, 21, 1]"
45034,"[2774, 92, 7]"
45035,"[672, 22, 1]"
45036,"[656, 21, 1]"
45037,"[667, 22, 1]"
45038,"[391, 13, 1]"
45039,"[704, 23, 1]"
45040,None
45041,None
45042,None
45043,"[590, 19, 1]"
45044,"[586, 19, 1]"
45045,None
45046,"[275, 9, 0]"
45047,"[456, 15, 1]"
45048,None
45049,"[34, 1, 0]"
45050,"[612, 20, 1]"
45051,"[369, 12, 1]"
45052,None
45053,"[566, 18, 1]"
45054,"[1241, 41, 3]"
45055,None
45056,None
45057,"[47, 1, 0]"
45058,None
45059,"[806, 26, 2]"
45060,"[739, 24, 2]"
45061,None
45062,None
45063,None
45064,None
45065,None
45066,None
45067,None
45068,None
45069,None
45070,None
45071,"[155, 5, 0]"
45072,"[1358, 45, 3]"
45073,"[67, 2, 0]"
45074,None
45075,"[72, 2, 0]"
45076,"[669, 22, 1]"
45077,None
45078,None
45079,None
45080,None
45081,"[724, 24, 1]"
45082,"[422, 14, 1]"
45083,"[121, 4, 0]"
45084,None
45085,"[1459, 48, 3]"
45086,None
45087,"[621, 20, 1]"
45088,None
45089,"[37, 1, 0]"
45090,"[1915, 63, 5]"
45091,None
45092,None
45093,None
45094,"[2750, 91, 7]"
45095,"[596, 19, 1]"
45096,"[119, 3, 0]"
45097,"[2387, 79, 6]"
45098,"[3056, 101, 8]"
45099,"[1937, 64, 5]"
45100,"[1466, 48, 4]"
45101,"[828, 27, 2]"
45102,"[942, 31, 2]"
45103,"[1288, 42, 3]"
45104,"[754, 25, 2]"
45105,None
45106,"[395, 13, 1]"
45107,"[541, 18, 1]"
45108,"[1130, 37, 3]"
45109,"[1250, 41, 3]"
45110,"[1428, 47, 3]"
45111,"[602, 20, 1]"
45112,"[3072, 102, 8]"
45113,None
45114,"[2763, 92, 7]"
45115,"[957, 31, 2]"
45116,None
45117,"[2906, 96, 7]"
45118,None
45119,None
45120,None
45121,None
45122,"[1393, 46, 3]"
45123,None
45124,"[1572, 52, 4]"
45125,None
45126,None
45127,"[2607, 86, 7]"
45128,"[797, 26, 2]"
45129,None
45130,None
45131,"[1169, 38, 3]"
45132,None
45133,"[797, 26, 2]"
45134,None
45135,"[748, 24, 2]"
45136,None
45137,None
45138,"[306, 10, 0]"
45139,"[1196, 39, 3]"
45140,"[851, 28, 2]"
45141,"[1291, 43, 3]"
45142,None
45143,None
45144,"[612, 20, 1]"
45145,None
45146,"[2233, 74, 6]"
45147,"[1286, 42, 3]"
45148,"[1265, 42, 3]"
45149,"[1379, 45, 3]"
45150,None
45151,None
45152,None
45153,"[3421, 114, 9]"
45154,"[523, 17, 1]"
45155,"[348, 11, 0]"
45156,"[3379, 112, 9]"
45157,"[978, 32, 2]"
45158,"[741, 24, 2]"
45159,None
45160,"[570, 19, 1]"
45161,"[618, 20, 1]"
45162,"[793, 26, 2]"
45163,"[2572, 85, 7]"
45164,"[831, 27, 2]"
45165,"[1707, 56, 4]"
45166,"[2577, 85, 7]"
45167,"[1219, 40, 3]"
45168,"[2889, 96, 7]"
45169,"[2091, 69, 5]"
45170,None
45171,"[2386, 79, 6]"
45172,None
45173,"[3441, 114, 9]"
45174,"[1323, 44, 3]"
45175,"[3285, 109, 9]"
45176,"[3008, 100, 8]"
45177,None
45178,None
45179,None
45180,None
45181,None
45182,None
45183,"[1256, 41, 3]"
45184,None
45185,"[52, 1, 0]"
45186,"[76, 2, 0]"
45187,"[89, 2, 0]"
45188,"[81, 2, 0]"
45189,None
45190,"[491, 16, 1]"
45191,None
45192,"[783, 26, 2]"
45193,"[675, 22, 1]"
45194,"[406, 13, 1]"
45195,None
45196,None
45197,None
45198,None
45199,"[115, 3, 0]"
45200,"[521, 17, 1]"
45201,None
45202,None
45203,"[2114, 70, 5]"
45204,"[120, 4, 0]"
45205,"[1046, 34, 2]"
45206,"[149, 4, 0]"
45207,"[122, 4, 0]"
45208,None
45209,None
45210,"[457, 15, 1]"
45211,"[379, 12, 1]"
45212,"[1327, 44, 3]"
45213,None
45214,"[493, 16, 1]"
45215,None
45216,None
45217,"[53, 1, 0]"
45218,"[1491, 49, 4]"
45219,"[393, 13, 1]"
45220,None
45221,None
45222,"[971, 32, 2]"
45223,None
45224,"[288, 9, 0]"
45225,"[1278, 42, 3]"
45226,None
45227,"[282, 9, 0]"
45228,"[95, 3, 0]"
45229,None
45230,"[285, 9, 0]"
45231,None
45232,None
45233,"[164, 5, 0]"
45234,"[851, 28, 2]"
45235,"[760, 25, 2]"
45236,None
45237,"[636, 21, 1]"
45238,None
45239,"[46, 1, 0]"
45240,"[2700, 90, 7]"
45241,"[227, 7, 0]"
45242,"[602, 20, 1]"
45243,None
45244,None
45245,"[597, 19, 1]"
45246,"[964, 32, 2]"
45247,None
45248,None
45249,"[2707, 90, 7]"
45250,"[3017, 100, 8]"
45251,None
45252,None
45253,None
45254,None
45255,None
45256,"[87, 2, 0]"
45257,None
45258,None
45259,None
45260,None
45261,None
45262,None
45263,None
45264,None
45265,None
45266,None
45267,None
45268,None
45269,None
45270,None
45271,None
45272,"[56, 1, 0]"
45273,None
45274,None
45275,None
45276,None
45277,None
45278,None
45279,None
45280,None
45281,None
45282,None
45283,None
45284,None
45285,None
45286,None
45287,None
45288,None
45289,None
45290,None
45291,None
45292,None
45293,None
45294,None
45295,None
45296,None
45297,"[109, 3, 0]"
45298,None
45299,None
45300,None
45301,"[54, 1, 0]"
45302,None
45303,None
45304,None
45305,None
45306,None
45307,None
45308,"[529, 17, 1]"
45309,None
45310,None
45311,None
45312,None
45313,"[23, 0, 0]"
45314,None
45315,None
45316,None
45317,None
45318,"[40, 1, 0]"
45319,None
45320,"[894, 29, 2]"
45321,"[173, 5, 0]"
45322,None
45323,None
45324,None
45325,None
45326,"[64, 2, 0]"
45327,"[72, 2, 0]"
45328,None
45329,None
45330,None
45331,"[42, 1, 0]"
45332,None
45333,None
45334,None
45335,"[42, 1, 0]"
45336,None
45337,None
45338,None
45339,None
45340,None
45341,"[58, 1, 0]"
45342,"[36, 1, 0]"
45343,None
45344,"[1479, 49, 4]"
45345,None
45346,None
45347,None
45348,None
45349,"[820, 27, 2]"
45350,None
45351,None
45352,None
45353,"[53, 1, 0]"
45354,"[624, 20, 1]"
45355,None
45356,None
45357,None
45358,"[291, 9, 0]"
45359,"[35, 1, 0]"
45360,None
45361,None
45362,None
45363,None
45364,None
45365,None
45366,None
45367,None
45368,None
45369,None
45370,None
45371,None
45372,"[121, 4, 0]"
45373,None
45374,None
45375,None
45376,"[26, 0, 0]"
45377,None
45378,None
45379,None
45380,"[33, 1, 0]"
45381,None
45382,"[75, 2, 0]"
45383,None
45384,"[25, 0, 0]"
45385,None
45386,None
45387,"[110, 3, 0]"
45388,"[11, 0, 0]"
45389,None
45390,None
45391,None
45392,"[177, 5, 0]"
45393,"[8, 0, 0]"
45394,"[10, 0, 0]"
45395,"[54, 1, 0]"
45396,None
45397,None
45398,"[167, 5, 0]"
45399,None
45400,None
45401,None
45402,None
45403,"[34, 1, 0]"
45404,"[35, 1, 0]"
45405,"[41, 1, 0]"
45406,None
45407,None
45408,None
45409,None
45410,None
45411,None
45412,None
45413,None
45414,None
45415,None
45416,None
45417,"[54, 1, 0]"
45418,"[418, 13, 1]"
45419,None
45420,None
45421,"[34, 1, 0]"
45422,None
45423,None
45424,None
45425,None
45426,None
45427,None
45428,None
45429,"[28, 0, 0]"
45430,None
45431,"[26, 0, 0]"
45432,None
45433,None
45434,"[48, 1, 0]"
45435,None
45436,None
45437,None
45438,None
45439,None
45440,None
45441,"[469, 15, 1]"
45442,"[10, 0, 0]"
45443,None
45444,None
45445,"[96, 3, 0]"
45446,None
45447,"[1760, 58, 4]"
45448,None
45449,None
45450,"[61, 2, 0]"
45451,None
45452,None
45453,None
45454,None
45455,None
45456,"[59, 1, 0]"
45457,None
45458,None
45459,None
45460,"[41, 1, 0]"
45461,None
45462,None
45463,None
45464,None
45465,None
45466,None
45467,None
45468,None
45469,"[68, 2, 0]"
45470,None
45471,"[46, 1, 0]"
45472,None
45473,None
45474,None
45475,None
45476,None
45477,None
45478,None
45479,None
45480,None
45481,None
45482,None
45483,None
45484,None
45485,None
45486,None
45487,"[35, 1, 0]"
45488,None
45489,None
45490,None
45491,None
45492,None
45493,None
45494,"[143, 4, 0]"
45495,None
45496,None
45497,None
45498,"[811, 27, 2]"
45499,None
45500,None
45501,None
45502,None
45503,None
45504,"[30, 1, 0]"
45505,None
45506,None
45507,None
45508,None
45509,None
45510,"[27, 0, 0]"
45511,None
45512,None
45513,None
45514,None
45515,None
45516,None
45517,None
45518,None
45519,None
45520,None
45521,None
45522,"[1042, 34, 2]"
45523,None
45524,None
45525,"[647, 21, 1]"
45526,"[148, 4, 0]"
45527,None
45528,None
45529,"[22, 0, 0]"
45530,None
45531,"[62, 2, 0]"
45532,None
45533,"[699, 23, 1]"
45534,None
45535,None
45536,"[11, 0, 0]"
45537,None
45538,None
45539,"[32, 1, 0]"
45540,None
45541,None
45542,None
45543,None
45544,None
45545,None
45546,None
45547,None
45548,None
45549,None
45550,None
45551,None
45552,None
45553,None
45554,None
45555,None
45556,None
45557,None
45558,None
45559,None
45560,None
45561,None
45562,None
45563,None
45564,"[32, 1, 0]"
45565,None
45566,None
45567,None
45568,None
45569,None
45570,None
45571,None
45572,None
45573,None
45574,None
45575,None
45576,None
45577,None
45578,None
45579,None
45580,None
45581,"[33, 1, 0]"
45582,None
45583,None
45584,None
45585,None
45586,None
45587,None
45588,None
45589,None
45590,None
45591,None
45592,"[39, 1, 0]"
45593,"[38, 1, 0]"
45594,None
45595,None
45596,None
45597,None
45598,None
45599,None
45600,None
45601,None
45602,None
45603,"[1151, 38, 3]"
45604,None
45605,"[510, 17, 1]"
45606,None
45607,None
45608,None
45609,"[58, 1, 0]"
45610,"[46, 1, 0]"
45611,None
45612,None
45613,None
45614,"[59, 1, 0]"
45615,"[10, 0, 0]"
45616,None
45617,None
45618,None
45619,None
45620,None
45621,"[53, 1, 0]"
45622,"[1075, 35, 2]"
45623,None
45624,"[1201, 40, 3]"
45625,"[1456, 48, 3]"
45626,None
45627,None
45628,"[46, 1, 0]"
45629,None
45630,"[49, 1, 0]"
45631,None
45632,"[42, 1, 0]"
45633,None
45634,None
45635,None
45636,None
45637,None
45638,None
45639,"[94, 3, 0]"
45640,"[26, 0, 0]"
45641,None
45642,None
45643,"[59, 1, 0]"
45644,None
45645,"[33, 1, 0]"
45646,None
45647,None
45648,None
45649,None
45650,None
45651,None
45652,None
45653,None
45654,None
45655,None
45656,None
45657,None
45658,"[47, 1, 0]"
45659,None
45660,None
45661,"[38, 1, 0]"
45662,None
45663,"[44, 1, 0]"
45664,None
45665,"[43, 1, 0]"
45666,None
45667,None
45668,None
45669,None
45670,None
45671,None
45672,None
45673,"[49, 1, 0]"
45674,None
45675,None
45676,None
45677,"[283, 9, 0]"
45678,None
45679,None
45680,None
45681,None
45682,None
45683,None
45684,None
45685,None
45686,None
45687,None
45688,"[116, 3, 0]"
45689,None
45690,None
45691,None
45692,None
45693,None
45694,None
45695,None
45696,None
45697,None
45698,None
45699,None
45700,None
45701,None
45702,None
45703,None
45704,None
45705,None
45706,None
45707,None
45708,None
45709,None
45710,None
45711,None
45712,None
45713,None
45714,None
45715,None
45716,None
45717,None
45718,None
45719,None
45720,None
45721,None
45722,None
45723,None
45724,None
45725,"[97, 3, 0]"
45726,None
45727,None
45728,None
45729,None
45730,None
45731,None
45732,None
45733,None
45734,None
45735,None
45736,"[72, 2, 0]"
45737,None
45738,None
45739,"[96, 3, 0]"
45740,None
45741,None
45742,None
45743,None
45744,None
45745,None
45746,None
45747,None
45748,None
45749,None
45750,None
45751,None
45752,None
45753,None
45754,None
45755,None
45756,None
45757,"[127, 4, 0]"
45758,None
45759,None
45760,None
45761,"[25, 0, 0]"
45762,None
45763,None
45764,None
45765,None
45766,None
45767,None
45768,None
45769,None
45770,None
45771,None
45772,None
45773,None
45774,None
45775,"[25, 0, 0]"
45776,None
45777,None
45778,None
45779,None
45780,None
45781,None
45782,None
45783,None
45784,"[1488, 49, 4]"
45785,None
45786,None
45787,"[516, 17, 1]"
45788,None
45789,None
45790,"[3290, 109, 9]"
45791,None
45792,None
45793,None
45794,None
45795,None
45796,None
45797,None
45798,None
45799,None
45800,None
45801,"[94, 3, 0]"
45802,"[487, 16, 1]"
45803,None
45804,None
45805,None
45806,"[608, 20, 1]"
45807,None
45808,None
45809,None
45810,None
45811,None
45812,"[579, 19, 1]"
45813,"[325, 10, 0]"
45814,None
45815,None
45816,None
45817,None
45818,None
45819,None
45820,None
45821,None
45822,None
45823,None
45824,"[3070, 102, 8]"
45825,None
45826,None
45827,None
45828,None
45829,"[2393, 79, 6]"
45830,None
45831,None
45832,None
45833,None
45834,None
45835,None
45836,None
45837,None
45838,None
45839,None
45840,None
45841,None
45842,"[2552, 85, 6]"
45843,None
45844,None
45845,None
45846,None
45847,"[2600, 86, 7]"
45848,None
45849,"[2054, 68, 5]"
45850,None
45851,None
45852,"[3323, 110, 9]"
45853,"[3746, 124, 10]"
45854,None
45855,"[2809, 93, 7]"
45856,"[2706, 90, 7]"
45857,None
45858,"[3227, 107, 8]"
45859,None
45860,None
45861,None
45862,None
45863,None
45864,None
45865,None
45866,None
45867,"[899, 29, 2]"
45868,"[2085, 69, 5]"
45869,"[765, 25, 2]"
45870,"[2040, 68, 5]"
45871,"[1951, 65, 5]"
45872,"[2181, 72, 5]"
45873,"[942, 31, 2]"
45874,None
45875,"[524, 17, 1]"
45876,None
45877,None
45878,None
45879,None
45880,"[9, 0, 0]"
45881,"[464, 15, 1]"
45882,"[588, 19, 1]"
45883,None
45884,"[742, 24, 2]"
45885,None
45886,"[591, 19, 1]"
45887,"[357, 11, 0]"
45888,"[859, 28, 2]"
45889,"[926, 30, 2]"
45890,"[884, 29, 2]"
45891,None
45892,"[995, 33, 2]"
45893,None
45894,"[173, 5, 0]"
45895,None
45896,None
45897,"[564, 18, 1]"
45898,None
45899,"[606, 20, 1]"
45900,None
45901,None
45902,None
45903,"[338, 11, 0]"
45904,"[697, 23, 1]"
45905,"[675, 22, 1]"
45906,None
45907,None
45908,None
45909,None
45910,"[310, 10, 0]"
45911,None
45912,None
45913,"[314, 10, 0]"
45914,None
45915,None
45916,None
45917,"[140, 4, 0]"
45918,None
45919,None
45920,None
45921,"[172, 5, 0]"
45922,None
45923,"[36, 1, 0]"
45924,None
45925,None
45926,None
45927,None
45928,None
45929,None
45930,"[16, 0, 0]"
45931,"[794, 26, 2]"
45932,"[208, 6, 0]"
45933,"[307, 10, 0]"
45934,"[8, 0, 0]"
45935,None
45936,"[109, 3, 0]"
45937,None
45938,"[532, 17, 1]"
45939,"[569, 18, 1]"
45940,"[1091, 36, 2]"
45941,"[780, 26, 2]"
45942,"[3606, 120, 9]"
45943,None
45944,"[680, 22, 1]"
45945,"[899, 29, 2]"
45946,None
45947,"[1028, 34, 2]"
45948,None
45949,"[467, 15, 1]"
45950,None
45951,None
45952,"[647, 21, 1]"
45953,"[1842, 61, 5]"
45954,"[829, 27, 2]"
45955,"[929, 30, 2]"
45956,None
45957,"[678, 22, 1]"
45958,"[936, 31, 2]"
45959,None
45960,"[806, 26, 2]"
45961,"[2768, 92, 7]"
45962,None
45963,None
45964,"[1719, 57, 4]"
45965,None
45966,"[334, 11, 0]"
45967,None
45968,"[330, 11, 0]"
45969,None
45970,"[885, 29, 2]"
45971,"[75, 2, 0]"
45972,"[1162, 38, 3]"
45973,None
45974,"[574, 19, 1]"
45975,None
45976,"[745, 24, 2]"
45977,None
45978,"[627, 20, 1]"
45979,"[375, 12, 1]"
45980,None
45981,None
45982,None
45983,"[1285, 42, 3]"
45984,"[486, 16, 1]"
45985,"[431, 14, 1]"
45986,"[573, 19, 1]"
45987,"[602, 20, 1]"
45988,"[703, 23, 1]"
45989,None
45990,"[541, 18, 1]"
45991,None
45992,"[503, 16, 1]"
45993,"[185, 6, 0]"
45994,"[149, 4, 0]"
45995,None
45996,"[472, 15, 1]"
45997,"[187, 6, 0]"
45998,"[804, 26, 2]"
45999,"[604, 20, 1]"
46000,"[1038, 34, 2]"
46001,None
46002,"[864, 28, 2]"
46003,None
46004,None
46005,None
46006,"[1613, 53, 4]"
46007,"[2025, 67, 5]"
46008,"[445, 14, 1]"
46009,None
46010,"[698, 23, 1]"
46011,"[436, 14, 1]"
46012,None
46013,"[12, 0, 0]"
46014,"[808, 26, 2]"
46015,None
46016,"[2536, 84, 6]"
46017,None
46018,None
46019,"[2162, 72, 5]"
46020,None
46021,None
46022,None
46023,"[1973, 65, 5]"
46024,"[2160, 72, 5]"
46025,"[2004, 66, 5]"
46026,None
46027,None
46028,None
46029,None
46030,None
46031,None
46032,None
46033,None
46034,None
46035,None
46036,None
46037,None
46038,None
46039,"[23, 0, 0]"
46040,None
46041,None
46042,None
46043,None
46044,None
46045,None
46046,None
46047,None
46048,None
46049,None
46050,None
46051,None
46052,None
46053,None
46054,None
46055,None
46056,None
46057,None
46058,None
46059,None
46060,None
46061,None
46062,None
46063,None
46064,None
46065,None
46066,None
46067,None
46068,None
46069,None
46070,"[324, 10, 0]"
46071,None
46072,None
46073,"[25, 0, 0]"
46074,"[17, 0, 0]"
46075,"[16, 0, 0]"
46076,None
46077,None
46078,None
46079,None
46080,"[461, 15, 1]"
46081,None
46082,None
46083,None
46084,None
46085,None
46086,None
46087,None
46088,None
46089,"[15, 0, 0]"
46090,None
46091,None
46092,None
46093,None
46094,None
46095,None
46096,None
46097,None
46098,None
46099,None
46100,"[194, 6, 0]"
46101,None
46102,None
46103,None
46104,None
46105,None
46106,None
46107,None
46108,None
46109,None
46110,None
46111,None
46112,None
46113,None
46114,None
46115,None
46116,None
46117,None
46118,None
46119,None
46120,None
46121,None
46122,None
46123,None
46124,None
46125,None
46126,None
46127,None
46128,None
46129,None
46130,None
46131,"[586, 19, 1]"
46132,None
46133,None
46134,None
46135,None
46136,None
46137,None
46138,None
46139,None
46140,"[35, 1, 0]"
46141,None
46142,None
46143,None
46144,None
46145,None
46146,None
46147,None
46148,None
46149,None
46150,None
46151,None
46152,None
46153,"[11, 0, 0]"
46154,None
46155,None
46156,None
46157,None
46158,None
46159,None
46160,None
46161,None
46162,None
46163,None
46164,"[24, 0, 0]"
46165,"[43, 1, 0]"
46166,"[242, 8, 0]"
46167,None
46168,None
46169,None
46170,None
46171,None
46172,None
46173,None
46174,None
46175,None
46176,None
46177,"[11, 0, 0]"
46178,"[336, 11, 0]"
46179,None
46180,"[556, 18, 1]"
46181,None
46182,None
46183,"[215, 7, 0]"
46184,None
46185,None
46186,None
46187,None
46188,None
46189,None
46190,None
46191,None
46192,None
46193,None
46194,None
46195,None
46196,"[17, 0, 0]"
46197,None
46198,None
46199,None
46200,None
46201,None
46202,None
46203,None
46204,"[11, 0, 0]"
46205,None
46206,None
46207,None
46208,"[434, 14, 1]"
46209,None
46210,None
46211,None
46212,None
46213,None
46214,None
46215,None
46216,None
46217,"[11, 0, 0]"
46218,None
46219,None
46220,None
46221,"[12, 0, 0]"
46222,None
46223,None
46224,"[19, 0, 0]"
46225,"[2296, 76, 6]"
46226,"[21, 0, 0]"
46227,None
46228,None
46229,None
46230,None
46231,None
46232,None
46233,None
46234,None
46235,"[12, 0, 0]"
46236,None
46237,None
46238,"[25, 0, 0]"
46239,None
46240,None
46241,None
46242,None
46243,None
46244,None
46245,None
46246,None
46247,None
46248,None
46249,None
46250,None
46251,None
46252,None
46253,None
46254,None
46255,"[15, 0, 0]"
46256,None
46257,"[7, 0, 0]"
46258,None
46259,None
46260,None
46261,None
46262,None
46263,"[11, 0, 0]"
46264,None
46265,None
46266,None
46267,None
46268,None
46269,None
46270,None
46271,None
46272,None
46273,None
46274,None
46275,None
46276,None
46277,"[10, 0, 0]"
46278,"[12, 0, 0]"
46279,None
46280,"[12, 0, 0]"
46281,None
46282,None
46283,None
46284,None
46285,None
46286,"[12, 0, 0]"
46287,None
46288,None
46289,None
46290,None
46291,None
46292,None
46293,None
46294,None
46295,None
46296,None
46297,None
46298,"[1098, 36, 3]"
46299,None
46300,None
46301,None
46302,None
46303,None
46304,None
46305,None
46306,None
46307,None
46308,None
46309,None
46310,None
46311,None
46312,None
46313,None
46314,None
46315,None
46316,None
46317,None
46318,None
46319,None
46320,None
46321,None
46322,None
46323,None
46324,None
46325,None
46326,None
46327,None
46328,None
46329,None
46330,None
46331,None
46332,None
46333,"[1355, 45, 3]"
46334,None
46335,None
46336,None
46337,None
46338,None
46339,None
46340,None
46341,None
46342,None
46343,"[592, 19, 1]"
46344,"[27, 0, 0]"
46345,None
46346,None
46347,None
46348,"[274, 9, 0]"
46349,None
46350,None
46351,"[62, 2, 0]"
46352,None
46353,None
46354,None
46355,None
46356,None
46357,"[12, 0, 0]"
46358,None
46359,None
46360,None
46361,None
46362,None
46363,None
46364,None
46365,None
46366,"[4, 0, 0]"
46367,None
46368,None
46369,None
46370,"[7, 0, 0]"
46371,None
46372,None
46373,None
46374,None
46375,None
46376,None
46377,None
46378,None
46379,None
46380,None
46381,None
46382,None
46383,"[5, 0, 0]"
46384,"[761, 25, 2]"
46385,None
46386,None
46387,None
46388,None
46389,"[11, 0, 0]"
46390,None
46391,None
46392,None
46393,None
46394,"[12, 0, 0]"
46395,None
46396,None
46397,None
46398,None
46399,None
46400,None
46401,None
46402,None
46403,None
46404,None
46405,None
46406,None
46407,"[39, 1, 0]"
46408,None
46409,"[50, 1, 0]"
46410,None
46411,None
46412,None
46413,None
46414,None
46415,None
46416,None
46417,None
46418,None
46419,None
46420,None
46421,None
46422,None
46423,None
46424,None
46425,None
46426,None
46427,"[11, 0, 0]"
46428,None
46429,None
46430,None
46431,None
46432,None
46433,None
46434,None
46435,"[47, 1, 0]"
46436,None
46437,"[1180, 39, 3]"
46438,"[2336, 77, 6]"
46439,None
46440,None
46441,None
46442,None
46443,"[964, 32, 2]"
46444,None
46445,None
46446,None
46447,None
46448,None
46449,"[686, 22, 1]"
46450,None
46451,None
46452,None
46453,"[362, 12, 0]"
46454,None
46455,"[124, 4, 0]"
46456,None
46457,None
46458,None
46459,None
46460,"[46, 1, 0]"
46461,None
46462,None
46463,"[524, 17, 1]"
46464,None
46465,None
46466,None
46467,None
46468,"[776, 25, 2]"
46469,None
46470,"[618, 20, 1]"
46471,None
46472,None
46473,None
46474,None
46475,None
46476,None
46477,None
46478,"[64, 2, 0]"
46479,None
46480,None
46481,"[485, 16, 1]"
46482,None
46483,None
46484,"[326, 10, 0]"
46485,"[366, 12, 1]"
46486,None
46487,None
46488,None
46489,None
46490,None
46491,None
46492,"[796, 26, 2]"
46493,None
46494,None
46495,None
46496,"[796, 26, 2]"
46497,None
46498,None
46499,"[688, 22, 1]"
46500,None
46501,None
46502,None
46503,"[1908, 63, 5]"
46504,None
46505,None
46506,None
46507,"[533, 17, 1]"
46508,None
46509,None
46510,None
46511,None
46512,None
46513,None
46514,None
46515,"[617, 20, 1]"
46516,"[613, 20, 1]"
46517,None
46518,None
46519,None
46520,None
46521,"[641, 21, 1]"
46522,None
46523,None
46524,None
46525,None
46526,None
46527,"[2179, 72, 5]"
46528,"[838, 27, 2]"
46529,"[195, 6, 0]"
46530,"[477, 15, 1]"
46531,None
46532,None
46533,None
46534,None
46535,"[180, 6, 0]"
46536,None
46537,None
46538,None
46539,None
46540,None
46541,None
46542,None
46543,"[645, 21, 1]"
46544,None
46545,None
46546,None
46547,None
46548,None
46549,None
46550,None
46551,"[358, 11, 0]"
46552,None
46553,None
46554,None
46555,None
46556,None
46557,None
46558,"[8, 0, 0]"
46559,None
46560,None
46561,None
46562,"[60, 2, 0]"
46563,None
46564,None
46565,None
46566,"[626, 20, 1]"
46567,None
46568,None
46569,None
46570,None
46571,None
46572,"[379, 12, 1]"
46573,None
46574,None
46575,"[353, 11, 0]"
46576,"[351, 11, 0]"
46577,None
46578,None
46579,"[495, 16, 1]"
46580,None
46581,None
46582,"[380, 12, 1]"
46583,"[368, 12, 1]"
46584,None
46585,None
46586,"[3036, 101, 8]"
46587,"[1288, 42, 3]"
46588,None
46589,"[800, 26, 2]"
46590,"[763, 25, 2]"
46591,"[688, 22, 1]"
46592,None
46593,None
46594,None
46595,None
46596,"[1168, 38, 3]"
46597,None
46598,None
46599,"[18, 0, 0]"
46600,"[40, 1, 0]"
46601,None
46602,None
46603,None
46604,"[8, 0, 0]"
46605,None
46606,None
46607,None
46608,"[43, 1, 0]"
46609,None
46610,"[67, 2, 0]"
46611,None
46612,None
46613,"[11, 0, 0]"
46614,None
46615,None
46616,None
46617,None
46618,None
46619,None
46620,None
46621,"[19, 0, 0]"
46622,None
46623,"[19, 0, 0]"
46624,"[21, 0, 0]"
46625,None
46626,"[291, 9, 0]"
46627,"[307, 10, 0]"
46628,None
46629,None
46630,"[30, 1, 0]"
46631,None
46632,None
46633,None
46634,None
46635,None
46636,None
46637,"[35, 1, 0]"
46638,None
46639,None
46640,None
46641,"[1104, 36, 3]"
46642,None
46643,"[1101, 36, 3]"
46644,"[2862, 95, 7]"
46645,None
46646,None
46647,None
46648,"[156, 5, 0]"
46649,"[330, 11, 0]"
46650,"[762, 25, 2]"
46651,"[733, 24, 2]"
46652,"[16, 0, 0]"
46653,"[54, 1, 0]"
46654,None
46655,None
46656,None
46657,None
46658,None
46659,None
46660,None
46661,"[3216, 107, 8]"
46662,None
46663,None
46664,None
46665,None
46666,None
46667,None
46668,None
46669,None
46670,None
46671,None
46672,None
46673,None
46674,"[153, 5, 0]"
46675,None
46676,None
46677,None
46678,None
46679,None
46680,"[194, 6, 0]"
46681,None
46682,None
46683,None
46684,None
46685,None
46686,None
46687,None
46688,None
46689,None
46690,None
46691,None
46692,None
46693,None
46694,"[141, 4, 0]"
46695,None
46696,"[691, 23, 1]"
46697,None
46698,None
46699,None
46700,None
46701,None
46702,None
46703,None
46704,None
46705,None
46706,None
46707,"[135, 4, 0]"
46708,"[345, 11, 0]"
46709,None
46710,None
46711,"[388, 12, 1]"
46712,None
46713,None
46714,None
46715,None
46716,None
46717,None
46718,None
46719,None
46720,None
46721,None
46722,None
46723,None
46724,"[39, 1, 0]"
46725,None
46726,None
46727,None
46728,None
46729,None
46730,None
46731,None
46732,None
46733,"[627, 20, 1]"
46734,"[142, 4, 0]"
46735,None
46736,None
46737,None
46738,None
46739,"[16, 0, 0]"
46740,"[74, 2, 0]"
46741,None
46742,None
46743,None
46744,None
46745,None
46746,"[405, 13, 1]"
46747,None
46748,None
46749,None
46750,None
46751,None
46752,None
46753,None
46754,None
46755,None
46756,None
46757,None
46758,"[97, 3, 0]"
46759,None
46760,None
46761,None
46762,None
46763,None
46764,"[145, 4, 0]"
46765,None
46766,None
46767,"[123, 4, 0]"
46768,None
46769,None
46770,None
46771,None
46772,"[165, 5, 0]"
46773,None
46774,None
46775,"[165, 5, 0]"
46776,None
46777,None
46778,None
46779,None
46780,None
46781,"[94, 3, 0]"
46782,None
46783,None
46784,"[523, 17, 1]"
46785,None
46786,None
46787,None
46788,None
46789,None
46790,None
46791,None
46792,"[123, 4, 0]"
46793,None
46794,None
46795,"[80, 2, 0]"
46796,None
46797,None
46798,None
